"x"
"DNAI1"
"DNAJB13"
"DNAJB7"
"DNAJC5B"
"DNASE1L3"
"DNASE2B"
"DNER"
"DOC2B"
"DOK7"
"DPEP1"
"DPF1"
"DPF3"
"DPP6"
"DPRXP4"
"DPY19L2P1"
"DPY19L2P2"
"DPY19L2P4"
"DPYS"
"DQX1"
"DRD1"
"DRD2"
"DRD4"
"DSC1"
"DSC3"
"DSCAML1"
"DSCAM"
"DSCR9"
"DSG1"
"DSG3"
"DTHD1"
"DUOX2"
"DUOXA1"
"DUOXA2"
"DUSP13"
"DUSP15"
"DUSP26"
"DUSP27"
"DUSP5P"
"DUSP9"
"DYDC2"
"DYNLRB2"
"EBF2"
"ECEL1"
"EDAR"
"EDN3"
"EEF1DP3"
"EFCAB10"
"EFCAB1"
"EFCAB3"
"EFCAB5"
"EFHB"
"EGOT"
"EGR4"
"EIF3IP1"
"ELAVL4"
"ELF5"
"ELFN2"
"ELMOD1"
"ELOVL3"
"EMID2"
"EMILIN3"
"EMR4P"
"EMX1"
"EN1"
"EN2"
"ENDOU"
"ENKUR"
"ENPP3"
"ENTHD1"
"ENTPD8"
"EOMES"
"EPHA5"
"EPHA6"
"EPHA7"
"EPHA8"
"EPHX3"
"EPO"
"EPX"
"EPYC"
"ERAS"
"ERC2"
"EREG"
"ERVFRDE1"
"ESPNL"
"ESPNP"
"ESRRB"
"ESYT3"
"ETV3L"
"EVPLL"
"EYA1"
"EYA4"
"F7"
"FABP7"
"FAM106A"
"FAM106C"
"FAM129C"
"FAM131C"
"FAM132A"
"FAM133A"
"FAM135B"
"FAM150B"
"FAM154A"
"FAM157A"
"FAM157B"
"FAM163A"
"FAM166B"
"FAM177B"
"FAM178B"
"FAM179A"
"FAM180B"
"FAM181B"
"FAM183A"
"FAM183B"
"FAM184B"
"FAM186A"
"FAM189A1"
"FAM194A"
"FAM196A"
"FAM196B"
"FAM19A1"
"FAM19A3"
"FAM22F"
"FAM22G"
"FAM23A"
"FAM27A"
"FAM27C"
"FAM3B"
"FAM3D"
"FAM57B"
"FAM5B"
"FAM66A"
"FAM66D"
"FAM69C"
"FAM71F1"
"FAM71F2"
"FAM7A2"
"FAM7A3"
"FAM81B"
"FAM83A"
"FAM83B"
"FAM83E"
"FAM86B2"
"FAM90A1"
"FAM92B"
"FAM95B1"
"FASLG"
"FATE1"
"FBLL1"
"FBN3"
"FBXO39"
"FBXW10"
"FCAR"
"FCER2"
"FCGR3B"
"FCN1"
"FCN2"
"FCRL1"
"FCRL2"
"FCRL3"
"FCRL4"
"FCRL5"
"FCRLA"
"FER1L5"
"FER1L6"
"FERMT1"
"FFAR3"
"FGF10"
"FGF17"
"FGF5"
"FGF9"
"FGFBP2"
"FIBCD1"
"FIGF"
"FITM1"
"FLG"
"FLJ12825"
"FLJ13224"
"FLJ14107"
"FLJ16779"
"FLJ26850"
"FLJ33360"
"FLJ35024"
"FLJ37307"
"FLJ37543"
"FLJ39739"
"FLJ40292"
"FLJ42875"
"FLJ46111"
"FLT3"
"FMN2"
"FOLR1"
"FOXA3"
"FOXC2"
"FOXD1"
"FOXD3"
"FOXD4L2"
"FOXD4L6"
"FOXH1"
"FOXI1"
"FOXI2"
"FOXJ1"
"FOXL2"
"FOXN1"
"FOXP2"
"FOXQ1"
"FPR2"
"FREM2"
"FRMD1"
"FRMD5"
"FRMD7"
"FRMPD1"
"FRMPD2"
"FSCN3"
"FSD1"
"FTCD"
"FUNDC2P2"
"FUT3"
"FUT6"
"FUT7"
"FUT9"
"FXYD1"
"FXYD2"
"FXYD7"
"FZD9"
"GABARAPL3"
"GABBR2"
"GABRB2"
"GABRB3"
"GABRP"
"GABRR2"
"GAD1"
"GAL3ST1"
"GAL3ST2"
"GALNT13"
"GALNTL6"
"GAL"
"GAP43"
"GAPDHS"
"GAS2L2"
"GATA1"
"GBP6"
"GBX2"
"GCK"
"GCM1"
"GCNT3"
"GDAP1L1"
"GDF10"
"GDF1"
"GDF3"
"GDF5"
"GDPD2"
"GFAP"
"GFRA2"
"GFRA3"
"GGTLC1"
"GHRL"
"GIPR"
"GJA3"
"GJB1"
"GJB3"
"GJB4"
"GJB5"
"GJB6"
"GLDC"
"GLIS1"
"GLOD5"
"GLP1R"
"GLT1D1"
"GLYATL1"
"GLYATL2"
"GMCL1L"
"GNASAS"
"GNAT2"
"GNG13"
"GNG3"
"GNG4"
"GNMT"
"GNRHR"
"GOLGA6B"
"GP1BA"
"GP2"
"GP5"
"GP6"
"GPA33"
"GPD1"
"GPLD1"
"GPM6A"
"GPR110"
"GPR115"
"GPR12"
"GPR141"
"GPR156"
"GPR158"
"GPR171"
"GPR172B"
"GPR174"
"GPR179"
"GPR17"
"GPR182"
"GPR18"
"GPR20"
"GPR21"
"GPR26"
"GPR27"
"GPR31"
"GPR37L1"
"GPR44"
"GPR45"
"GPR55"
"GPR62"
"GPR63"
"GPR64"
"GPR83"
"GPR87"
"GPR88"
"GPR97"
"GPRC5D"
"GPRIN2"
"GPX2"
"GRAPL"
"GRB14"
"GREM2"
"GRIA1"
"GRIA2"
"GRIA3"
"GRIA4"
"GRIK1"
"GRIK2"
"GRIK4"
"GRIN2A"
"GRIN2C"
"GRIP2"
"GRM1"
"GRM3"
"GRM4"
"GRM5"
"GRM6"
"GRM7"
"GRPR"
"GRP"
"GSDMA"
"GSDMC"
"GSG1L"
"GSTA1"
"GSTM1"
"GSTM2P1"
"GSTT1"
"GTSF1"
"GUCA1A"
"GUCY1B2"
"GUCY2C"
"GUCY2D"
"GZMB"
"GZMM"
"H2AFB1"
"H2BFXP"
"HABP2"
"HAL"
"HAP1"
"HAPLN1"
"HAPLN2"
"HAPLN4"
"HAR1A"
"HAR1B"
"HAS1"
"HAS2AS"
"HBA1"
"HCG22"
"HCG2P7"
"HCG4P6"
"HCN1"
"HCN2"
"HCN4"
"HDC"
"HEATR4"
"HECW1"
"HEPACAM2"
"HEPHL1"
"HERC2P4"
"HES5"
"HES7"
"HFM1"
"HGD"
"HGFAC"
"HHIPL2"
"HHIP"
"HIF3A"
"HIPK4"
"HIST1H1B"
"HIST1H1D"
"HIST1H1E"
"HIST1H2AD"
"HIST1H2AG"
"HIST1H2AJ"
"HIST1H2AK"
"HIST1H2AL"
"HIST1H2AM"
"HIST1H2BF"
"HIST1H2BH"
"HIST1H2BL"
"HIST1H2BO"
"HIST1H3B"
"HIST1H3G"
"HIST1H3H"
"HIST1H3J"
"HIST1H4C"
"HIST1H4D"
"HIST1H4E"
"HIST1H4I"
"HIST2H3C"
"HIST2H3D"
"HIST3H2BB"
"HKDC1"
"HLA-DPB2"
"HLA-J"
"HMGA2"
"HMGCLL1"
"HMGCS2"
"HMP19"
"HNF4G"
"HOTAIR"
"HOXA11AS"
"HOXA11"
"HOXA13"
"HOXA2"
"HOXA6"
"HOXB5"
"HOXB8"
"HOXC11"
"HOXD11"
"HOXD13"
"HPCAL4"
"HPCA"
"HPDL"
"HPD"
"HP"
"HRASLS"
"HRCT1"
"HRH4"
"HRNR"
"HS6ST3"
"HSD17B13"
"HSD17B2"
"HSD17B3"
"HSF5"
"HSP90AB4P"
"HSPB9"
"HSPC072"
"HTR1B"
"HTR1D"
"HTR1F"
"HTR2A"
"HTR3A"
"HTRA4"
"HUS1B"
"HYMAI"
"IBSP"
"ICAM4"
"ICAM5"
"ICOS"
"ID2B"
"IDO2"
"IFNG"
"IGDCC3"
"IGF2AS"
"IGF2BP1"
"IGF2BP3"
"IGFALS"
"IGFBPL1"
"IGFL1"
"IGFL2"
"IGFN1"
"IGLON5"
"IGSF11"
"IGSF1"
"IGSF5"
"IGSF9B"
"IKZF3"
"IL12A"
"IL12B"
"IL12RB2"
"IL13RA2"
"IL17B"
"IL17REL"
"IL18RAP"
"IL1A"
"IL1R2"
"IL1RAPL2"
"IL1RL1"
"IL1RL2"
"IL20"
"IL22RA1"
"IL22RA2"
"IL24"
"IL27"
"IL31RA"
"IL5RA"
"IL6"
"IL9R"
"ILDR2"
"IMPG1"
"IMPG2"
"INA"
"INE2"
"INHA"
"INHBC"
"INHBE"
"INSL3"
"INSM1"
"INSRR"
"IP6K3"
"IQUB"
"IRX1"
"IRX4"
"IRX6"
"ISM2"
"ITGA2B"
"ITGAD"
"ITGB1BP2"
"ITIH2"
"ITIH3"
"ITPKA"
"IYD"
"JAKMIP1"
"JAKMIP2"
"JPH3"
"JSRP1"
"KAAG1"
"KBTBD12"
"KCNA1"
"KCNA5"
"KCNA6"
"KCNB1"
"KCNB2"
"KCNC1"
"KCND3"
"KCNE1L"
"KCNE1"
"KCNF1"
"KCNG1"
"KCNG2"
"KCNG3"
"KCNH1"
"KCNH2"
"KCNH3"
"KCNH4"
"KCNH8"
"KCNIP1"
"KCNJ10"
"KCNJ13"
"KCNJ16"
"KCNJ1"
"KCNJ3"
"KCNJ6"
"KCNK10"
"KCNK12"
"KCNK17"
"KCNK3"
"KCNK7"
"KCNK9"
"KCNMB2"
"KCNN1"
"KCNQ4"
"KCNS1"
"KCNS2"
"KCNT1"
"KCTD16"
"KCTD19"
"KEL"
"KERA"
"KIAA0087"
"KIAA0125"
"KIAA0319"
"KIAA1045"
"KIAA1210"
"KIAA1409"
"KIAA1751"
"KIF19"
"KIF1A"
"KIF25"
"KIF5A"
"KIR2DL4"
"KIRREL2"
"KIRREL3"
"KISS1R"
"KISS1"
"KLF14"
"KLF17"
"KLF1"
"KLHDC7A"
"KLHL10"
"KLHL14"
"KLHL30"
"KLHL32"
"KLK10"
"KLK11"
"KLK13"
"KLK14"
"KLK1"
"KLK2"
"KLK4"
"KLK5"
"KLK6"
"KLK7"
"KLK8"
"KLKB1"
"KLKP1"
"KLRC1"
"KLRC2"
"KLRC3"
"KLRF1"
"KLRG2"
"KNDC1"
"KPNA7"
"KREMEN2"
"KRT13"
"KRT14"
"KRT16"
"KRT1"
"KRT32"
"KRT37"
"KRT40"
"KRT6A"
"KRT6B"
"KRT6C"
"KRT79"
"KRT81"
"KRT83"
"KRT86"
"KRTAP5-10"
"KRTAP5-1"
"KRTAP5-8"
"KRTAP5-9"
"KY"
"L1CAM"
"L1TD1"
"LAIR2"
"LAMB4"
"LANCL3"
"LASS1"
"LASS3"
"LBP"
"LBXCOR1"
"LCN10"
"LCN12"
"LCN2"
"LCTL"
"LCT"
"LDHAL6B"
"LDHC"
"LEFTY1"
"LEFTY2"
"LEP"
"LGALS12"
"LGALS2"
"LGALS4"
"LGALS7"
"LGI3"
"LGR5"
"LGR6"
"LHFPL1"
"LHFPL4"
"LHFPL5"
"LHX2"
"LILRA1"
"LILRA3"
"LILRA4"
"LIMS3"
"LIN7A"
"LINGO2"
"LINGO3"
"LINGO4"
"LIPC"
"LIX1"
"LMOD3"
"LMX1A"
"LOC100124692"
"LOC100127888"
"LOC100128164"
"LOC100128239"
"LOC100128573"
"LOC100128675"
"LOC100129066"
"LOC100130148"
"LOC100130933"
"LOC100131496"
"LOC100131551"
"LOC100132111"
"LOC100133545"
"LOC100133612"
"LOC100133669"
"LOC100134368"
"LOC100134868"
"LOC100144604"
"LOC100188947"
"LOC100188949"
"LOC100192378"
"LOC100240734"
"LOC100302640"
"LOC121838"
"LOC121952"
"LOC127841"
"LOC145820"
"LOC145837"
"LOC148696"
"LOC150197"
"LOC151174"
"LOC152225"
"LOC153328"
"LOC154822"
"LOC157381"
"LOC158696"
"LOC255167"
"LOC256880"
"LOC257358"
"LOC283731"
"LOC283867"
"LOC284233"
"LOC284276"
"LOC284578"
"LOC284749"
"LOC285419"
"LOC285456"
"LOC285548"
"LOC285593"
"LOC285696"
"LOC285954"
"LOC286002"
"LOC286467"
"LOC339535"
"LOC339674"
"LOC342346"
"LOC349196"
"LOC374491"
"LOC389458"
"LOC389493"
"LOC389634"
"LOC389791"
"LOC390595"
"LOC391322"
"LOC400696"
"LOC400759"
"LOC401387"
"LOC401463"
"LOC440173"
"LOC440356"
"LOC440461"
"LOC440563"
"LOC440905"
"LOC440925"
"LOC441454"
"LOC442459"
"LOC541473"
"LOC554202"
"LOC613037"
"LOC643677"
"LOC643719"
"LOC643763"
"LOC644165"
"LOC644172"
"LOC646982"
"LOC653786"
"LOC728606"
"LOC728989"
"LOC729156"
"LOC730668"
"LOC84740"
"LOC84856"
"LOC90246"
"LOC90586"
"LOC91450"
"LOXHD1"
"LPAL2"
"LPAR3"
"LPHN3"
"LPO"
"LPPR1"
"LPPR3"
"LPPR5"
"LRAT"
"LRFN2"
"LRFN5"
"LRP1B"
"LRRC14B"
"LRRC19"
"LRRC26"
"LRRC2"
"LRRC31"
"LRRC36"
"LRRC43"
"LRRC4B"
"LRRC50"
"LRRC66"
"LRRC69"
"LRRIQ1"
"LRRIQ4"
"LRRN4"
"LRTM2"
"LSAMP"
"LTA"
"LTK"
"LUZP2"
"LY6D"
"LY6G6C"
"LY6H"
"LY6K"
"MADCAM1"
"MAEL"
"MAGEA8"
"MAGEE2"
"MAG"
"MAL"
"MAP1LC3C"
"MAP3K15"
"MAP7D2"
"MAPK4"
"MARCH10"
"MARCH4"
"MARCO"
"MASP1"
"MAST1"
"MAT1A"
"MATN1"
"MATN4"
"MBL1P"
"MBOAT4"
"MCF2L2"
"MCF2"
"MCHR1"
"MED12L"
"MEGF11"
"MEIG1"
"MESP1"
"MESTIT1"
"METTL7B"
"MFSD6L"
"MGAM"
"MGAT5B"
"MGC12916"
"MGC14436"
"MGC16384"
"MGC16703"
"MGC2889"
"MGC42105"
"MGC45800"
"MIA"
"MIP"
"MKRN3"
"MKX"
"MLANA"
"MLC1"
"MLXIPL"
"MMEL1"
"MMP10"
"MMP12"
"MMP1"
"MMP21"
"MMP27"
"MMP8"
"MNX1"
"MOBP"
"MOGAT2"
"MOV10L1"
"MPO"
"MPP4"
"MPZ"
"MRAP2"
"MRGPRX3"
"MRPL42P5"
"MRS2P2"
"MS4A15"
"MS4A1"
"MS4A8B"
"MSH4"
"MSI1"
"MSLN"
"MSMB"
"MST1P9"
"MSTN"
"MSX2P1"
"MT1A"
"MT1DP"
"MTMR8"
"MTTP"
"MTUS2"
"MUC12"
"MUC13"
"MUC15"
"MUC16"
"MUC4"
"MUC5B"
"MUC6"
"MUCL1"
"MYADML2"
"MYBPC1"
"MYBPC2"
"MYBPH"
"MYCBPAP"
"MYEOV"
"MYH15"
"MYH7B"
"MYL3"
"MYL4"
"MYLK2"
"MYLK3"
"MYLPF"
"MYO16"
"MYO18B"
"MYO1A"
"MYO1H"
"MYO3A"
"MYO3B"
"MYO7B"
"MYOCD"
"MYOT"
"MYOZ1"
"MYOZ2"
"MYT1"
"NANOG"
"NANOS3"
"NAP1L6"
"NAPSA"
"NAT2"
"NAT8B"
"NAT8"
"NBPF4"
"NBPF7"
"NCCRP1"
"NCR3"
"NCRNA00092"
"NCRNA00093"
"NCRNA00110"
"NCRNA00160"
"NCRNA00167"
"NCRNA00169"
"NCRNA00173"
"NCRNA00202"
"NCRNA00235"
"NDP"
"NDST3"
"NECAB2"
"NEFL"
"NEFM"
"NEK10"
"NEK5"
"NETO1"
"NEU4"
"NFE2"
"NHLH1"
"NIPAL1"
"NIPAL4"
"NKAIN2"
"NKAIN4"
"NKX3-2"
"NKX6-1"
"NLGN1"
"NLRP2"
"NLRP6"
"NLRP7"
"NLRP9"
"NMUR1"
"NMU"
"NNAT"
"NODAL"
"NOG"
"NOL4"
"NOTUM"
"NOX1"
"NOX5"
"NOXO1"
"NPAS4"
"NPB"
"NPC1L1"
"NPFFR2"
"NPHS1"
"NPM2"
"NPPA"
"NPTX1"
"NPW"
"NPY5R"
"NR1I2"
"NR2E3"
"NR6A1"
"NRADDP"
"NRG1"
"NRG2"
"NRG3"
"NRG4"
"NRN1L"
"NRTN"
"NRXN1"
"NT5C1B"
"NTF3"
"NTF4"
"NTN3"
"NTN5"
"NTNG1"
"NTRK1"
"NTRK3"
"NTSR1"
"NUDT9P1"
"NUP210L"
"NWD1"
"NXF3"
"NXNL2"
"NXPH2"
"OBP2A"
"OBP2B"
"OCLM"
"OCM"
"ODF3L1"
"ODF3L2"
"ODZ1"
"OGDHL"
"OIT3"
"OLFM4"
"OMG"
"ONECUT2"
"OPCML"
"OPN1SW"
"OR13A1"
"OR2B6"
"OR2C1"
"OR2W3"
"OR51E2"
"OR52N4"
"OR7D2"
"OR7E91P"
"ORM1"
"OTOF"
"OTX1"
"OXCT2"
"OXGR1"
"P2RX1"
"P2RX2"
"P2RX6"
"P2RY12"
"P2RY4"
"PACRG"
"PADI3"
"PAH"
"PAK3"
"PAK7"
"PAPPA2"
"PAR5"
"PARP15"
"PART1"
"PATL2"
"PAX1"
"PAX2"
"PAX3"
"PAX5"
"PCBP3"
"PCDH10"
"PCDH11X"
"PCDH20"
"PCDH9"
"PCDHA10"
"PCDHA11"
